Method,Dimension,Lambda,ARL,h,ARL_observed
ssDMEWMA,4,0.9,500,16.87848646,499.9213
ssDMEWMA,4,0.9,1000,18.47381119,1000.022
ssDMEWMA,4,0.9,2000,20.00288883,2000.2039
ssDMEWMA,4,0.95,100,13.1835178,100.0068
ssDMEWMA,4,0.95,200,14.78625,200.1682
ssDMEWMA,4,0.95,500,16.87452476,499.7696
ssDMEWMA,4,0.95,1000,18.47104056,1000.8249
ssDMEWMA,4,0.95,2000,20.00910085,2001.4211
ssDMEWMA,5,0.05,100,6.54609375,99.9625
ssDMEWMA,5,0.05,200,8.78309375,200.1103
ssDMEWMA,5,0.05,500,11.6309375,499.7261
ssDMEWMA,5,0.05,1000,13.667,999.1133
ssDMEWMA,5,0.05,2000,15.609328125,1999.818
ssDMEWMA,5,0.1,100,8.6827734375,99.9967
ssDMEWMA,5,0.1,200,10.9127578125,199.9689
ssDMEWMA,5,0.1,500,13.670375,500.0644
ssDMEWMA,5,0.1,1000,15.638578125,999.2469
ssDMEWMA,5,0.1,2000,17.514765625,1998.547
ssDMEWMA,5,0.2,100,10.940984375,100.0271
ssDMEWMA,5,0.2,200,13.098109375,200.1542
ssDMEWMA,5,0.2,500,15.7311484375,500.4774
ssDMEWMA,5,0.2,1000,17.645578125,999.3644
ssDMEWMA,5,0.2,2000,19.4242578125,1998.5846584658
ssDMEWMA,5,0.3,100,12.283253195,99.9356
ssDMEWMA,5,0.3,200,14.381934375,199.9264
ssDMEWMA,5,0.3,500,16.91897922,499.8852
ssDMEWMA,5,0.3,1000,18.74352766,1000.72
ssDMEWMA,5,0.3,2000,20.504898775,2000.8345834583
ssDMEWMA,5,0.4,100,13.2160183225,100.0521
ssDMEWMA,5,0.4,200,15.22149375,199.978
ssDMEWMA,5,0.4,500,17.70403798,499.6951
ssDMEWMA,5,0.4,1000,19.45541921,1000.1064
ssDMEWMA,5,0.4,2000,21.166493585,2000.3838
ssDMEWMA,5,0.5,100,13.91059715,100.007
ssDMEWMA,5,0.5,200,15.82151875,200.0954
ssDMEWMA,5,0.5,500,18.256231255,500.4031
ssDMEWMA,5,0.5,1000,19.9342888425,999.7966
ssDMEWMA,5,0.5,2000,21.64790431,1999.1171
ssDMEWMA,5,0.6,100,14.35904524,100.0014
ssDMEWMA,5,0.6,200,16.2404625,200.1498
ssDMEWMA,5,0.6,500,18.5379411,500.3649
ssDMEWMA,5,0.6,1000,20.23811529,1000.922
ssDMEWMA,5,0.6,2000,21.89946321,2001.4943
ssDMEWMA,5,0.7,100,14.64487719,100.0095
ssDMEWMA,5,0.7,200,16.45363125,200.1754
ssDMEWMA,5,0.7,500,18.72347173,499.9767
ssDMEWMA,5,0.7,1000,20.395826375,999.4287
ssDMEWMA,5,0.7,2000,22.00972901,2000.3536353635
ssDMEWMA,5,0.8,100,14.81921209,99.9362
ssDMEWMA,5,0.8,200,16.57346875,199.9215
ssDMEWMA,5,0.8,500,18.82551032,500.3817
ssDMEWMA,5,0.8,1000,20.4657698525,1000.0672
ssDMEWMA,5,0.8,2000,22.08070961,2001.0565
ssDMEWMA,5,0.9,100,14.90158119,99.935
ssDMEWMA,5,0.9,200,16.64685,200.0063
ssDMEWMA,5,0.9,500,18.85577564,500.3651
ssDMEWMA,5,0.9,1000,20.4743129,999.6651
ssDMEWMA,5,0.9,2000,22.083108135,1999.8917
ssDMEWMA,5,0.95,100,14.93104699,100.0243
ssDMEWMA,5,0.95,200,16.65815,200.0055
ssDMEWMA,5,0.95,500,18.86114267,499.7223
ssDMEWMA,5,0.95,1000,20.46540083,999.048
ssDMEWMA,5,0.95,2000,22.1018855225,2000.3835
ssDMEWMA,6,0.05,100,7.62934375,99.9483
ssDMEWMA,6,0.05,200,10.11171875,200.1228
ssDMEWMA,6,0.05,500,13.2086875,499.9102
ssDMEWMA,6,0.05,1000,15.360421875,999.1669
ssDMEWMA,6,0.05,2000,17.3646875,1999.8431
ssDMEWMA,6,0.1,100,9.988296875,99.9513
ssDMEWMA,6,0.1,200,12.455546875,199.9083
ssDMEWMA,6,0.1,500,15.3661875,499.7364
ssDMEWMA,6,0.1,1000,17.445125,999.9542
ssDMEWMA,6,0.1,2000,19.379171875,1999.7514
ssDMEWMA,6,0.2,100,12.477796875,100.0937
ssDMEWMA,6,0.2,200,14.750234375,200.1234
ssDMEWMA,6,0.2,500,17.53278125,499.7491
ssDMEWMA,6,0.2,1000,19.4926328125,999.9726
ssDMEWMA,6,0.2,2000,21.3232421875,2000.8161
ssDMEWMA,6,0.3,100,13.873503345,100.0914
ssDMEWMA,6,0.3,200,16.07640625,200.1348
ssDMEWMA,6,0.3,500,18.71274449,499.9743
ssDMEWMA,6,0.3,1000,20.6240146575,1000.0308
ssDMEWMA,6,0.3,2000,22.454248245,2001.8988
ssDMEWMA,6,0.4,100,14.88776283,100.057
ssDMEWMA,6,0.4,200,16.9855859375,200.1046
ssDMEWMA,6,0.4,500,19.507804225,499.5527
ssDMEWMA,6,0.4,1000,21.35376808,999.4421
ssDMEWMA,6,0.4,2000,23.176489555,1998.2715
ssDMEWMA,6,0.5,100,15.58978714,99.9451
ssDMEWMA,6,0.5,200,17.6321875,200.1059
ssDMEWMA,6,0.5,500,20.09951654,500.4715
ssDMEWMA,6,0.5,1000,21.8669508,999.3974
ssDMEWMA,6,0.5,2000,23.6175628475,1999.4957
ssDMEWMA,6,0.6,100,16.07528767,99.9757
ssDMEWMA,6,0.6,200,18.0403125,200.049
ssDMEWMA,6,0.6,500,20.48377941,499.5244
ssDMEWMA,6,0.6,1000,22.21250314,1000.4965
ssDMEWMA,6,0.6,2000,23.89387537,1999.4703
ssDMEWMA,6,0.7,100,16.37160819,99.9997
ssDMEWMA,6,0.7,200,18.2578125,199.9281
ssDMEWMA,6,0.7,500,20.65863971,500.0954
ssDMEWMA,6,0.7,1000,22.38261261,1000.1227
ssDMEWMA,6,0.7,2000,24.04741933,1998.8562
ssDMEWMA,6,0.8,100,16.48545221,99.9169
ssDMEWMA,6,0.8,200,18.38765625,200.0622
ssDMEWMA,6,0.8,500,20.75116176,500.1116
ssDMEWMA,6,0.8,1000,22.45577941,1000.6735
ssDMEWMA,6,0.8,2000,24.10110294,1998.3053
ssDMEWMA,6,0.9,100,16.52674921,99.9896
ssDMEWMA,6,0.9,200,18.4115625,200.1349
ssDMEWMA,6,0.9,500,20.74273529,499.5309
ssDMEWMA,6,0.9,1000,22.44158156,999.0782
ssDMEWMA,6,0.9,2000,24.11231975,2000.1760176018
ssDMEWMA,6,0.95,100,16.56804622,100.0572
ssDMEWMA,6,0.95,200,18.42765625,199.9171
ssDMEWMA,6,0.95,500,20.73430882,500.2335
ssDMEWMA,6,0.95,1000,22.43128996,999.7713
ssDMEWMA,6,0.95,2000,24.11572405,2001.8590859086
ssDMEWMA,7,0.05,100,8.66315625,100.0267
ssDMEWMA,7,0.05,200,11.43,200.1548
ssDMEWMA,7,0.05,500,14.73321875,499.5904
ssDMEWMA,7,0.05,1000,16.966015625,1000.7622
ssDMEWMA,7,0.05,2000,19.1035859375,2000.735
ssDMEWMA,7,0.1,100,11.26275,99.9171
ssDMEWMA,7,0.1,200,13.947984375,200.1441
ssDMEWMA,7,0.1,500,16.994421875,499.5294
ssDMEWMA,7,0.1,1000,19.12478125,999.7397
ssDMEWMA,7,0.1,2000,21.169703125,1999.801980198
ssDMEWMA,7,0.2,100,13.931875,100.0798
ssDMEWMA,7,0.2,200,16.4209921875,199.9839
ssDMEWMA,7,0.2,500,19.25646875,499.6516
ssDMEWMA,7,0.2,1000,21.286828125,1000.0809
ssDMEWMA,7,0.2,2000,23.162,2000.8690869087
ssDMEWMA,7,0.3,100,15.484989745,99.9997
ssDMEWMA,7,0.3,200,17.76761875,200.1901
ssDMEWMA,7,0.3,500,20.5229266488,499.7104
ssDMEWMA,7,0.3,1000,22.466318555,999.8175
ssDMEWMA,7,0.3,2000,24.3220251175,1998.4297859572
ssDMEWMA,7,0.4,100,16.49980992,99.9668
ssDMEWMA,7,0.4,200,18.68465,200.0333
ssDMEWMA,7,0.4,500,21.31876051,499.7333
ssDMEWMA,7,0.4,1000,23.238693145,1000.1829
ssDMEWMA,7,0.4,2000,25.0744634575,1999.3548
ssDMEWMA,7,0.5,100,17.20446954,99.9835
ssDMEWMA,7,0.5,200,19.28338125,199.9981
ssDMEWMA,7,0.5,500,21.92187147,499.9026
ssDMEWMA,7,0.5,1000,23.719546685,999.481
ssDMEWMA,7,0.5,2000,25.513661075,2001.0871
ssDMEWMA,7,0.6,100,17.69249325,99.9685
ssDMEWMA,7,0.6,200,19.72605,200.0868
ssDMEWMA,7,0.6,500,22.25575706,500.0013
ssDMEWMA,7,0.6,1000,24.04475342,999.8726
ssDMEWMA,7,0.6,2000,25.80061322,1998.7412
ssDMEWMA,7,0.7,100,17.9968498,100.0329
ssDMEWMA,7,0.7,200,19.9853125,200.1928
ssDMEWMA,7,0.7,500,22.44151103,500.4559
ssDMEWMA,7,0.7,1000,24.22212587,1000.0418
ssDMEWMA,7,0.7,2000,25.9704761325,2001.4979
ssDMEWMA,7,0.8,100,18.15515853,99.9704
ssDMEWMA,7,0.8,200,20.13438125,200.0913
ssDMEWMA,7,0.8,500,22.54595382,500.4711
ssDMEWMA,7,0.8,1000,24.31929956,999.5362
ssDMEWMA,7,0.8,2000,25.990905335,1998.7538
ssDMEWMA,7,0.9,100,18.26056289,100.056
ssDMEWMA,7,0.9,200,20.16399375,200.0601
ssDMEWMA,7,0.9,500,22.55520647,499.8714
ssDMEWMA,7,0.9,1000,24.27608953,999.0897
ssDMEWMA,7,0.9,2000,26.01430352,2001.7899579916
ssDMEWMA,7,0.95,100,18.27221726,99.9655
ssDMEWMA,7,0.95,200,20.1897,199.8058
ssDMEWMA,7,0.95,500,22.55274037,500.0139
ssDMEWMA,7,0.95,1000,24.28366074,1000.4987
ssDMEWMA,7,0.95,2000,25.98496734,1999.0282
ssDMEWMA,8,0.05,100,9.681125,99.9174
ssDMEWMA,8,0.05,200,12.626140625,200.0656
ssDMEWMA,8,0.05,500,16.153125,499.9944
ssDMEWMA,8,0.05,1000,18.51065625,999.9375
ssDMEWMA,8,0.05,2000,20.74459375,2001.9881988199
ssDMEWMA,8,0.1,100,12.45990625,99.9235
ssDMEWMA,8,0.1,200,15.316171875,199.8998
ssDMEWMA,8,0.1,500,18.54375,499.7679
ssDMEWMA,8,0.1,1000,20.76065625,999.6533
ssDMEWMA,8,0.1,2000,22.90084375,2000.1899
ssDMEWMA,8,0.2,100,15.3129375,99.9542
ssDMEWMA,8,0.2,200,17.899140625,200.0961
ssDMEWMA,8,0.2,500,20.9163671875,499.6866
ssDMEWMA,8,0.2,1000,22.996078125,999.7291
ssDMEWMA,8,0.2,2000,24.9639140625,1999.935
ssDMEWMA,8,0.3,100,16.91716168,100.0246
ssDMEWMA,8,0.3,200,19.370297375,199.8988
ssDMEWMA,8,0.3,500,22.22438991,499.9959
ssDMEWMA,8,0.3,1000,24.233316325,999.0847
ssDMEWMA,8,0.3,2000,26.157486795,1999.0075007501
ssDMEWMA,8,0.4,100,17.96659349,100.0796
ssDMEWMA,8,0.4,200,20.2888255,199.9265
ssDMEWMA,8,0.4,500,23.102050315,499.7163
ssDMEWMA,8,0.4,1000,25.0147571275,999.7902
ssDMEWMA,8,0.4,2000,26.912088005,2000.0917
ssDMEWMA,8,0.5,100,18.70745429,99.9664
ssDMEWMA,8,0.5,200,20.940444499999998,199.8658
ssDMEWMA,8,0.5,500,23.65593372,499.7504
ssDMEWMA,8,0.5,1000,25.557746975,1000.5262
ssDMEWMA,8,0.5,2000,27.361668135,1999.8810881088
ssDMEWMA,8,0.6,100,19.22608497,99.9622
ssDMEWMA,8,0.6,200,21.338436,199.8634
ssDMEWMA,8,0.6,500,23.99678505,499.6672
ssDMEWMA,8,0.6,1000,25.84366741,999.5556
ssDMEWMA,8,0.6,2000,27.64509365,2001.1074
ssDMEWMA,8,0.7,100,19.55248554,100.0672
ssDMEWMA,8,0.7,200,21.58655,200.0028
ssDMEWMA,8,0.7,500,24.16171368,500.2814
ssDMEWMA,8,0.7,1000,25.99654187,999.8205
ssDMEWMA,8,0.7,2000,27.7770129775,2001.0537053705
ssDMEWMA,8,0.8,100,19.73476963,99.9719
ssDMEWMA,8,0.8,200,21.7560145,200.0864
ssDMEWMA,8,0.8,500,24.26963934,499.8541
ssDMEWMA,8,0.8,1000,26.111181775,1000.368
ssDMEWMA,8,0.8,2000,27.83669449,2000.173
ssDMEWMA,8,0.9,100,19.78294292,100.0462
ssDMEWMA,8,0.9,200,21.8105905,200.0085
ssDMEWMA,8,0.9,500,24.32360217,500.2509
ssDMEWMA,8,0.9,1000,26.09916579,999.7361
ssDMEWMA,8,0.9,2000,27.84456258,2000.8758
ssDMEWMA,8,0.95,100,19.78033497,99.9179
ssDMEWMA,8,0.95,200,21.8026665,200.1691
ssDMEWMA,8,0.95,500,24.32287751,500.0312
ssDMEWMA,8,0.95,1000,26.08910293,1000.1186
ssDMEWMA,8,0.95,2000,27.86414943,2000.392
ssDMEWMA,9,0.05,100,10.688234375,99.987
ssDMEWMA,9,0.05,200,13.89746875,199.9369
ssDMEWMA,9,0.05,500,17.526453125,499.6488
ssDMEWMA,9,0.05,1000,20.026734375,999.0676
ssDMEWMA,9,0.05,2000,22.3098125,1998.8846
ssDMEWMA,9,0.1,100,13.66921875,100.0005
ssDMEWMA,9,0.1,200,16.676375,200.0604
ssDMEWMA,9,0.1,500,20.081453125,500.1961
ssDMEWMA,9,0.1,1000,22.358109375,1000.1025
ssDMEWMA,9,0.1,2000,24.562625,2000.8812
ssDMEWMA,9,0.2,100,16.6674375,100.0415
ssDMEWMA,9,0.2,200,19.3539375,200.1086
ssDMEWMA,9,0.2,500,22.50096875,499.7858
ssDMEWMA,9,0.2,1000,24.663765625,1000.5616
ssDMEWMA,9,0.2,2000,26.69625,1999.1038
ssDMEWMA,9,0.3,100,18.39428461,100.073
ssDMEWMA,9,0.3,200,20.910077415,199.8737
ssDMEWMA,9,0.3,500,23.84905985,499.7253
ssDMEWMA,9,0.3,1000,25.941591,1000.1071
ssDMEWMA,9,0.3,2000,27.92641386,1998.9213
ssDMEWMA,9,0.4,100,19.47626472,99.9297
ssDMEWMA,9,0.4,200,21.86755654,199.9311
ssDMEWMA,9,0.4,500,24.729901835,499.9445
ssDMEWMA,9,0.4,1000,26.75496114,1000.5466
ssDMEWMA,9,0.4,2000,28.706461295,2000.9131826365
ssDMEWMA,9,0.5,100,20.241628755,99.9993
ssDMEWMA,9,0.5,200,22.54693006,200.0788
ssDMEWMA,9,0.5,500,25.28590842,499.9937
ssDMEWMA,9,0.5,1000,27.23978861,1000.0346
ssDMEWMA,9,0.5,2000,29.1635312725,1999.7225722572
ssDMEWMA,9,0.6,100,20.74997177,99.9142
ssDMEWMA,9,0.6,200,22.97191713,200.1101
ssDMEWMA,9,0.6,500,25.63527786,500.209
ssDMEWMA,9,0.6,1000,27.56428581,1000.2817
ssDMEWMA,9,0.6,2000,29.45404489,2000.2332233223
ssDMEWMA,9,0.7,100,21.07434063,99.9214
ssDMEWMA,9,0.7,200,23.271424,199.8653
ssDMEWMA,9,0.7,500,25.83855702,500.4465
ssDMEWMA,9,0.7,1000,27.781187095,1000.088
ssDMEWMA,9,0.7,2000,29.580931835,2000.3687368737
ssDMEWMA,9,0.8,100,21.27558245,99.9468
ssDMEWMA,9,0.8,200,23.36305816,200.047
ssDMEWMA,9,0.8,500,25.94683549,499.8035
ssDMEWMA,9,0.8,1000,27.79109195,1000.6401
ssDMEWMA,9,0.8,2000,29.6573409775,1999.9342
ssDMEWMA,9,0.9,100,21.31760961,100.0127
ssDMEWMA,9,0.9,200,23.43293774,200.0163
ssDMEWMA,9,0.9,500,25.9521466,500.4235
ssDMEWMA,9,0.9,1000,27.816552185,999.8457
ssDMEWMA,9,0.9,2000,29.64134634,1999.7831783178
ssDMEWMA,9,0.95,100,21.33229301,100.0228
ssDMEWMA,9,0.95,200,23.44250482,200.178
ssDMEWMA,9,0.95,500,25.97308271,499.5067
ssDMEWMA,9,0.95,1000,27.8390827325,1000.0656
ssDMEWMA,9,0.95,2000,29.645859505,2000.8467846785
ssDMEWMA,10,0.05,100,11.619890625,100.035
ssDMEWMA,10,0.05,200,15.17703125,200.1588
ssDMEWMA,10,0.05,500,18.98409375,499.8966
ssDMEWMA,10,0.05,1000,21.5259375,999.1706
ssDMEWMA,10,0.05,2000,23.9704140625,1998.2752
ssDMEWMA,10,0.1,100,14.8085,100.0051
ssDMEWMA,10,0.1,200,18.08796875,200.0693
ssDMEWMA,10,0.1,500,21.5888125,500.2267
ssDMEWMA,10,0.1,1000,23.94890625,999.9234
ssDMEWMA,10,0.1,2000,26.23471875,2001.7954
ssDMEWMA,10,0.2,100,17.99334375,100.023
ssDMEWMA,10,0.2,200,20.82390625,200.174
ssDMEWMA,10,0.2,500,24.09978125,500.4637
ssDMEWMA,10,0.2,1000,26.30171875,1000.8271
ssDMEWMA,10,0.2,2000,28.438359375,2001.7669
ssDMEWMA,10,0.3,100,19.70229856,100.0875
ssDMEWMA,10,0.3,200,22.411015625,200.0052
ssDMEWMA,10,0.3,500,25.46499521,500.1453
ssDMEWMA,10,0.3,1000,27.589380225,999.3675
ssDMEWMA,10,0.3,2000,29.63006764,1999.9194
ssDMEWMA,10,0.4,100,20.87447864,100.0757
ssDMEWMA,10,0.4,200,23.35484375,199.978
ssDMEWMA,10,0.4,500,26.3207202675,499.9541
ssDMEWMA,10,0.4,1000,28.42349359,1000.291
ssDMEWMA,10,0.4,2000,30.427517045,2000.3584
ssDMEWMA,10,0.5,100,21.63895975,99.9997
ssDMEWMA,10,0.5,200,24.03,200.1895
ssDMEWMA,10,0.5,500,26.888453,499.9255
ssDMEWMA,10,0.5,1000,28.91198639,999.6739
ssDMEWMA,10,0.5,2000,30.929333970000002,2001.3305
ssDMEWMA,10,0.6,100,22.18852932,100.0421
ssDMEWMA,10,0.6,200,24.4771875,200.0457
ssDMEWMA,10,0.6,500,27.28653242,499.9842
ssDMEWMA,10,0.6,1000,29.28933943,1000.5922
ssDMEWMA,10,0.6,2000,31.18818472,1998.5913
ssDMEWMA,10,0.7,100,22.53621946,100.009
ssDMEWMA,10,0.7,200,24.79625,199.877
ssDMEWMA,10,0.7,500,27.49196454,499.7578
ssDMEWMA,10,0.7,1000,29.48553431,999.5395
ssDMEWMA,10,0.7,2000,31.38291,2000.5834
ssDMEWMA,10,0.8,100,22.76672211,99.9788
ssDMEWMA,10,0.8,200,24.93171875,199.9113
ssDMEWMA,10,0.8,500,27.58411542,500.1991
ssDMEWMA,10,0.8,1000,29.5801667,1000.8968
ssDMEWMA,10,0.8,2000,31.43701028,1998.1174
ssDMEWMA,10,0.9,100,22.86309888,99.9371
ssDMEWMA,10,0.9,200,25.008359375,199.9959
ssDMEWMA,10,0.9,500,27.63773684,500.0078
ssDMEWMA,10,0.9,1000,29.55731746,1000.6632
ssDMEWMA,10,0.9,2000,31.44703547,1999.0129
ssDMEWMA,10,0.95,100,22.87613101,99.9421
ssDMEWMA,10,0.95,200,25.00078125,199.9999
ssDMEWMA,10,0.95,500,27.65673504,499.8984
ssDMEWMA,10,0.95,1000,29.586908465,999.9349
ssDMEWMA,10,0.95,2000,31.43251681,1998.0025
ssDMEWMA,15,0.05,100,16.38696875,99.954
ssDMEWMA,15,0.05,200,21.07,200.1272
ssDMEWMA,15,0.05,500,25.6995,500.3867
ssDMEWMA,15,0.05,1000,28.772875,999.8786
ssDMEWMA,15,0.05,2000,31.417265625,1998.4852
ssDMEWMA,15,0.1,100,20.5983125,100.0125
ssDMEWMA,15,0.1,200,24.6159375,199.9645
ssDMEWMA,15,0.1,500,28.67815625,499.973
ssDMEWMA,15,0.1,1000,31.46546875,999.3958
ssDMEWMA,15,0.1,2000,33.989859375,1999.0858
ssDMEWMA,15,0.2,100,24.4031875,99.9127
ssDMEWMA,15,0.2,200,27.84,199.9839
ssDMEWMA,15,0.2,500,31.5055,499.6296
ssDMEWMA,15,0.2,1000,34.06334375,1000.6799
ssDMEWMA,15,0.2,2000,36.4454375,1998.0809
ssDMEWMA,15,0.3,100,26.39580062,99.9892
ssDMEWMA,15,0.3,200,29.611875,200.1112
ssDMEWMA,15,0.3,500,33.111525025,499.7527
ssDMEWMA,15,0.3,1000,35.51873336,1000.1972
ssDMEWMA,15,0.3,2000,37.796041055,1999.1455
ssDMEWMA,15,0.4,100,27.77861911,99.9124
ssDMEWMA,15,0.4,200,30.745625,200.059
ssDMEWMA,15,0.4,500,34.090080885,500.2147
ssDMEWMA,15,0.4,1000,36.4062057225,999.7698
ssDMEWMA,15,0.4,2000,38.66221746,2000.0337
ssDMEWMA,15,0.5,100,28.65564768,100.0546
ssDMEWMA,15,0.5,200,31.4815625,199.9535
ssDMEWMA,15,0.5,500,34.76827015,499.8122
ssDMEWMA,15,0.5,1000,37.008629185,1000.0427
ssDMEWMA,15,0.5,2000,39.18860292,2000.9726972697
ssDMEWMA,15,0.6,100,29.25836936,99.9173
ssDMEWMA,15,0.6,200,31.99125,199.9932
ssDMEWMA,15,0.6,500,35.16585152,499.8877
ssDMEWMA,15,0.6,1000,37.38551625,1000.3184
ssDMEWMA,15,0.6,2000,39.49776514,2001.796579658
ssDMEWMA,15,0.7,100,29.6377103,99.9874
ssDMEWMA,15,0.7,200,32.296875,200.0696
ssDMEWMA,15,0.7,500,35.36963203,500.4371
ssDMEWMA,15,0.7,1000,37.555413355,1000.0122
ssDMEWMA,15,0.7,2000,39.659111125,1999.5606560656
ssDMEWMA,15,0.8,100,29.85080125,100.0254
ssDMEWMA,15,0.8,200,32.4540625,200.1558
ssDMEWMA,15,0.8,500,35.47575629,500.4485
ssDMEWMA,15,0.8,1000,37.602263585,999.2314
ssDMEWMA,15,0.8,2000,39.7061993075,2000.5407
ssDMEWMA,15,0.9,100,29.97827854,99.9541
ssDMEWMA,15,0.9,200,32.5096875,199.8333
ssDMEWMA,15,0.9,500,35.52046414,499.9505
ssDMEWMA,15,0.9,1000,37.6276377,999.1067
ssDMEWMA,15,0.9,2000,39.71317736,2000.8674867487
ssDMEWMA,15,0.95,100,30.01357969,100.0808
ssDMEWMA,15,0.95,200,32.5375,200.0031
ssDMEWMA,15,0.95,500,35.50375556,500.0727
ssDMEWMA,15,0.95,1000,37.649113815,1000.347
ssDMEWMA,15,0.95,2000,39.69469373,2001.5473
ssDMEWMA,20,0.05,100,20.7884375,99.9739
ssDMEWMA,20,0.05,200,26.65628125,200.0941
ssDMEWMA,20,0.05,500,32.18725,500.1949
ssDMEWMA,20,0.05,1000,35.57165625,999.1036
ssDMEWMA,20,0.05,2000,38.61340625,1998.8728
ssDMEWMA,20,0.1,100,25.9639375,100.0049
ssDMEWMA,20,0.1,200,30.75453125,200.1794
ssDMEWMA,20,0.1,500,35.49740625,500.3865
ssDMEWMA,20,0.1,1000,38.549453125,1000.3372
ssDMEWMA,20,0.1,2000,41.3981171875,2000.2634
ssDMEWMA,20,0.2,100,30.392,99.9348
ssDMEWMA,20,0.2,200,34.47309375,199.9067
ssDMEWMA,20,0.2,500,38.681703125,500.1794
ssDMEWMA,20,0.2,1000,41.436125,999.827
ssDMEWMA,20,0.2,2000,43.978359375,2000.7026
ssDMEWMA,20,0.3,100,32.72787676,100.0814
ssDMEWMA,20,0.3,200,36.412425,199.9045
ssDMEWMA,20,0.3,500,40.390083965,499.72
ssDMEWMA,20,0.3,1000,42.99301094,1000.4356
ssDMEWMA,20,0.3,2000,45.42620915,1999.6065606561
ssDMEWMA,20,0.4,100,34.24366532,99.9505
ssDMEWMA,20,0.4,200,37.733021875,199.9613
ssDMEWMA,20,0.4,500,41.4286486775,500.0786
ssDMEWMA,20,0.4,1000,43.9644577,999.3801
ssDMEWMA,20,0.4,2000,46.39728031,2001.8104620924
ssDMEWMA,20,0.5,100,35.24317142,99.9093
ssDMEWMA,20,0.5,200,38.58985,200.0625
ssDMEWMA,20,0.5,500,42.148695835,499.9561
ssDMEWMA,20,0.5,1000,44.60619167,1000.1621
ssDMEWMA,20,0.5,2000,47.016033055,2001.2848569714
ssDMEWMA,20,0.6,100,35.90583562,99.9526
ssDMEWMA,20,0.6,200,39.06245,200.066
ssDMEWMA,20,0.6,500,42.548432605,500.4135
ssDMEWMA,20,0.6,1000,44.98126733,1000.1579
ssDMEWMA,20,0.6,2000,47.307664095,1999.4754475448
ssDMEWMA,20,0.7,100,36.31644407,99.9012
ssDMEWMA,20,0.7,200,39.38859375,200.0606
ssDMEWMA,20,0.7,500,42.81845108,500.1317
ssDMEWMA,20,0.7,1000,45.15561211,1000.8308
ssDMEWMA,20,0.7,2000,47.462435885,1998.2384
ssDMEWMA,20,0.8,100,36.53955252,100.0383
ssDMEWMA,20,0.8,200,39.581925,200.0968
ssDMEWMA,20,0.8,500,42.94198518,499.6057
ssDMEWMA,20,0.8,1000,45.2508553275,999.858
ssDMEWMA,20,0.8,2000,47.488301435,1999.2358
ssDMEWMA,20,0.9,100,36.65443732,100.0545
ssDMEWMA,20,0.9,200,39.68150625,199.9747
ssDMEWMA,20,0.9,500,42.94231,499.9544
ssDMEWMA,20,0.9,1000,45.291889865,999.3192
ssDMEWMA,20,0.9,2000,47.505545125,1999.5511
ssDMEWMA,20,0.95,100,36.67672347,100.0585
ssDMEWMA,20,0.95,200,39.623875,200.1186
ssDMEWMA,20,0.95,500,42.977628655,500.2028
ssDMEWMA,20,0.95,1000,45.30508292,1000.1493
ssDMEWMA,20,0.95,2000,47.4848701,1998.3062
ssDMEWMA,25,0.05,100,25.0783,99.9828
ssDMEWMA,25,0.05,200,32.229335,200.0677
ssDMEWMA,25,0.05,500,38.48891375,499.9524
ssDMEWMA,25,0.05,1000,42.12593625,1000.5708
ssDMEWMA,25,0.05,2000,45.370465,1998.7858
ssDMEWMA,25,0.1,100,31.2302225,99.9916
ssDMEWMA,25,0.1,200,36.95404375,200.0024
ssDMEWMA,25,0.1,500,42.1192575,500.0468
ssDMEWMA,25,0.1,1000,45.3992,999.1917
ssDMEWMA,25,0.1,2000,48.40775375,2000.7447744774
ssDMEWMA,25,0.2,100,36.2298025,99.9014
ssDMEWMA,25,0.2,200,40.88365875,199.8807
ssDMEWMA,25,0.2,500,45.4621075,499.7062
ssDMEWMA,25,0.2,1000,48.474338125,999.8397
ssDMEWMA,25,0.2,2000,51.23004375,2000.6610661066
ssDMEWMA,25,0.3,100,38.76269715,100.013
ssDMEWMA,25,0.3,200,42.9662835,199.852
ssDMEWMA,25,0.3,500,47.327191495,499.843
ssDMEWMA,25,0.3,1000,50.1953796,1000.6173
ssDMEWMA,25,0.3,2000,52.83411579,2000.6152
ssDMEWMA,25,0.4,100,40.38789668,100.0136
ssDMEWMA,25,0.4,200,44.2885445,200.0975
ssDMEWMA,25,0.4,500,48.450627175,499.9543
ssDMEWMA,25,0.4,1000,51.192107145,999.3172
ssDMEWMA,25,0.4,2000,53.814681975,2001.9582
ssDMEWMA,25,0.5,100,41.45541913,99.9437
ssDMEWMA,25,0.5,200,45.22664825,200.152
ssDMEWMA,25,0.5,500,49.20480736,499.5578
ssDMEWMA,25,0.5,1000,51.87494446,1000.12
ssDMEWMA,25,0.5,2000,54.39061502,1999.0763
ssDMEWMA,25,0.6,100,42.22168196,100.0301
ssDMEWMA,25,0.6,200,45.81447025,200.0577
ssDMEWMA,25,0.6,500,49.65920496,499.5585
ssDMEWMA,25,0.6,1000,52.26011489,1000.1616
ssDMEWMA,25,0.6,2000,54.71804551,2000.6207
ssDMEWMA,25,0.7,100,42.73559302,99.9372
ssDMEWMA,25,0.7,200,46.1435375,199.848
ssDMEWMA,25,0.7,500,49.88819782,500.3491
ssDMEWMA,25,0.7,1000,52.47047177,1000.2656
