Method,Dimension,Lambda,ARL,h
ssMEWMA,20,0.7,100,36.38675657
ssMEWMA,20,0.7,200,39.955
ssMEWMA,20,0.7,500,44.59970108
ssMEWMA,20,0.7,1000,47.89779961
ssMEWMA,20,0.7,2000,51.13626401
ssMEWMA,20,0.8,100,36.43017752
ssMEWMA,20,0.8,200,40.0038
ssMEWMA,20,0.8,500,44.65292268
ssMEWMA,20,0.8,1000,47.95495689
ssMEWMA,20,0.8,2000,51.19728581
ssMEWMA,20,0.9,100,36.45912482
ssMEWMA,20,0.9,200,40.0526
ssMEWMA,20,0.9,500,44.68840375
ssMEWMA,20,0.9,1000,47.99306174
ssMEWMA,20,0.9,2000,51.237967
ssMEWMA,20,0.95,100,36.47359847
ssMEWMA,20,0.95,200,40.077
ssMEWMA,20,0.95,500,44.70614428
ssMEWMA,20,0.95,1000,48.01211417
ssMEWMA,20,0.95,2000,51.2583076
ssMEWMA,25,0.05,100,39.5158
ssMEWMA,25,0.05,200,43.05746
ssMEWMA,25,0.05,500,47.61782
ssMEWMA,25,0.05,1000,50.90328
ssMEWMA,25,0.05,2000,54.04234
ssMEWMA,25,0.1,100,41.94116
ssMEWMA,25,0.1,200,45.4267
ssMEWMA,25,0.1,500,49.78332
ssMEWMA,25,0.1,1000,52.8992
ssMEWMA,25,0.1,2000,55.84916
ssMEWMA,25,0.2,100,43.94074
ssMEWMA,25,0.2,200,47.24694
ssMEWMA,25,0.2,500,51.34492
ssMEWMA,25,0.2,1000,54.26926
ssMEWMA,25,0.2,2000,57.0777
ssMEWMA,25,0.3,100,43.47363465
ssMEWMA,25,0.3,200,47.911596
ssMEWMA,25,0.3,500,53.28617587
ssMEWMA,25,0.3,1000,57.2266296
ssMEWMA,25,0.3,2000,61.09583454
ssMEWMA,25,0.4,100,43.95039668
ssMEWMA,25,0.4,200,48.343232
ssMEWMA,25,0.4,500,53.87054905
ssMEWMA,25,0.4,1000,57.85421652
ssMEWMA,25,0.4,2000,61.76585385
ssMEWMA,25,0.5,100,44.19760663
ssMEWMA,25,0.5,200,48.566492
ssMEWMA,25,0.5,500,54.17355736
ssMEWMA,25,0.5,1000,58.17963196
ssMEWMA,25,0.5,2000,62.11327127
ssMEWMA,25,0.6,100,44.33886946
ssMEWMA,25,0.6,200,48.685564
ssMEWMA,25,0.6,500,54.34670496
ssMEWMA,25,0.6,1000,58.36558364
ssMEWMA,25,0.6,2000,62.31179551
ssMEWMA,25,0.7,100,44.39184302
ssMEWMA,25,0.7,200,48.7451
ssMEWMA,25,0.7,500,54.41163532
ssMEWMA,25,0.7,1000,58.43531552
ssMEWMA,25,0.7,2000,62.3862421
ssMEWMA,25,0.8,100,44.44481658
ssMEWMA,25,0.8,200,48.804636
ssMEWMA,25,0.8,500,54.47656567
ssMEWMA,25,0.8,1000,58.5050474
ssMEWMA,25,0.8,2000,62.46068869
ssMEWMA,25,0.9,100,44.48013228
ssMEWMA,25,0.9,200,48.864172
ssMEWMA,25,0.9,500,54.51985257
ssMEWMA,25,0.9,1000,58.55153532
ssMEWMA,25,0.9,2000,62.51031975
ssMEWMA,25,0.95,100,44.49779013
ssMEWMA,25,0.95,200,48.89394
ssMEWMA,25,0.95,500,54.54149602
ssMEWMA,25,0.95,1000,58.57477928
ssMEWMA,25,0.95,2000,62.53513528
ssMEWMA,50,0.05,100,48.209276
ssMEWMA,50,0.05,200,52.5301012
ssMEWMA,50,0.05,500,58.0937404
ssMEWMA,50,0.05,1000,62.1020016
ssMEWMA,50,0.05,2000,65.9316548
ssMEWMA,50,0.1,100,51.1682152
ssMEWMA,50,0.1,200,55.420574
ssMEWMA,50,0.1,500,60.7356504
ssMEWMA,50,0.1,1000,64.537024
ssMEWMA,50,0.1,2000,68.1359752
ssMEWMA,50,0.2,100,53.6077028
ssMEWMA,50,0.2,200,57.6412668
ssMEWMA,50,0.2,500,62.6408024
ssMEWMA,50,0.2,1000,66.2084972
ssMEWMA,50,0.2,2000,69.634794
ssMEWMA,50,0.3,100,53.03783427
ssMEWMA,50,0.3,200,58.45214712
ssMEWMA,50,0.3,500,65.00913457
ssMEWMA,50,0.3,1000,69.81648811
ssMEWMA,50,0.3,2000,74.53691814
ssMEWMA,50,0.4,100,53.61948396
ssMEWMA,50,0.4,200,58.97874304
ssMEWMA,50,0.4,500,65.72206984
ssMEWMA,50,0.4,1000,70.58214416
ssMEWMA,50,0.4,2000,75.3543417
ssMEWMA,50,0.5,100,53.92108009
ssMEWMA,50,0.5,200,59.25112024
ssMEWMA,50,0.5,500,66.09173998
ssMEWMA,50,0.5,1000,70.979151
ssMEWMA,50,0.5,2000,75.77819095
ssMEWMA,50,0.6,100,54.09342074
ssMEWMA,50,0.6,200,59.39638808
ssMEWMA,50,0.6,500,66.30298006
ssMEWMA,50,0.6,1000,71.20601205
ssMEWMA,50,0.6,2000,76.02039052
ssMEWMA,50,0.7,100,54.15804848
ssMEWMA,50,0.7,200,59.469022
ssMEWMA,50,0.7,500,66.38219509
ssMEWMA,50,0.7,1000,71.29108494
ssMEWMA,50,0.7,2000,76.11121536
ssMEWMA,50,0.8,100,54.22267622
ssMEWMA,50,0.8,200,59.54165592
ssMEWMA,50,0.8,500,66.46141012
ssMEWMA,50,0.8,1000,71.37615783
ssMEWMA,50,0.8,2000,76.2020402
ssMEWMA,50,0.9,100,54.26576138
ssMEWMA,50,0.9,200,59.61428984
ssMEWMA,50,0.9,500,66.51422014
ssMEWMA,50,0.9,1000,71.43287309
ssMEWMA,50,0.9,2000,76.26259009
ssMEWMA,50,0.95,100,54.28730396
ssMEWMA,50,0.95,200,59.6506068
ssMEWMA,50,0.95,500,66.54062515
ssMEWMA,50,0.95,1000,71.46123073
ssMEWMA,50,0.95,2000,76.29286504
ssDMEWMA,2,0.05,100,6.242
ssDMEWMA,2,0.05,200,7.35
ssDMEWMA,2,0.05,500,9.729
ssDMEWMA,2,0.05,1000,11.308
ssDMEWMA,2,0.05,2000,12.878
ssDMEWMA,2,0.1,100,7.262
ssDMEWMA,2,0.1,200,8.64
ssDMEWMA,2,0.1,500,10.827
ssDMEWMA,2,0.1,1000,12.371
ssDMEWMA,2,0.1,2000,13.882
ssDMEWMA,2,0.2,100,8.211
ssDMEWMA,2,0.2,200,9.65
ssDMEWMA,2,0.2,500,11.688
ssDMEWMA,2,0.2,1000,13.174
ssDMEWMA,2,0.2,2000,14.644
ssDMEWMA,2,0.3,100,8.576878756
ssDMEWMA,2,0.3,200,10.08
ssDMEWMA,2,0.3,500,12.20881244
ssDMEWMA,2,0.3,1000,13.76102798
ssDMEWMA,2,0.3,2000,15.29653057
ssDMEWMA,2,0.4,100,8.772581347
ssDMEWMA,2,0.4,200,10.31
ssDMEWMA,2,0.4,500,12.48738653
ssDMEWMA,2,0.4,1000,14.07501969
ssDMEWMA,2,0.4,2000,15.64555855
ssDMEWMA,2,0.5,100,8.883195855
ssDMEWMA,2,0.5,200,10.44
ssDMEWMA,2,0.5,500,12.64484145
ssDMEWMA,2,0.5,1000,14.25249326
ssDMEWMA,2,0.5,2000,15.84283523
ssDMEWMA,2,0.6,100,8.951266321
ssDMEWMA,2,0.6,200,10.52
ssDMEWMA,2,0.6,500,12.74173679
ssDMEWMA,2,0.6,1000,14.36170777
ssDMEWMA,2,0.6,2000,15.96423627
ssDMEWMA,2,0.7,100,8.976792746
ssDMEWMA,2,0.7,200,10.55
ssDMEWMA,2,0.7,500,12.77807254
ssDMEWMA,2,0.7,1000,14.40266321
ssDMEWMA,2,0.7,2000,16.00976166
ssDMEWMA,2,0.8,100,9.002319171
ssDMEWMA,2,0.8,200,10.58
ssDMEWMA,2,0.8,500,12.81440829
ssDMEWMA,2,0.8,1000,14.44361865
ssDMEWMA,2,0.8,2000,16.05528705
ssDMEWMA,2,0.9,100,9.019336788
ssDMEWMA,2,0.9,200,10.6
ssDMEWMA,2,0.9,500,12.83863212
ssDMEWMA,2,0.9,1000,14.47092228
ssDMEWMA,2,0.9,2000,16.08563731
ssDMEWMA,2,0.95,100,9.027845596
ssDMEWMA,2,0.95,200,10.61
ssDMEWMA,2,0.95,500,12.85074404
ssDMEWMA,2,0.95,1000,14.48457409
ssDMEWMA,2,0.95,2000,16.10081244
ssDMEWMA,3,0.05,100,8.152
ssDMEWMA,3,0.05,200,9.773
ssDMEWMA,3,0.05,500,11.997
ssDMEWMA,3,0.05,1000,13.68
ssDMEWMA,3,0.05,2000,15.353
ssDMEWMA,3,0.1,100,9.275
ssDMEWMA,3,0.1,200,10.956
ssDMEWMA,3,0.1,500,13.165
ssDMEWMA,3,0.1,1000,14.805
ssDMEWMA,3,0.1,2000,16.41
ssDMEWMA,3,0.2,100,10.924
ssDMEWMA,3,0.2,200,11.93
ssDMEWMA,3,0.2,500,14.055
ssDMEWMA,3,0.2,1000,15.632
ssDMEWMA,3,0.2,2000,17.184
ssDMEWMA,3,0.3,100,10.72109845
ssDMEWMA,3,0.3,200,12.6
ssDMEWMA,3,0.3,500,15.26101554
ssDMEWMA,3,0.3,1000,17.20128497
ssDMEWMA,3,0.3,2000,19.12066321
ssDMEWMA,3,0.4,100,10.96572668
ssDMEWMA,3,0.4,200,12.8875
ssDMEWMA,3,0.4,500,15.60923316
ssDMEWMA,3,0.4,1000,17.59377461
ssDMEWMA,3,0.4,2000,19.55694819
ssDMEWMA,3,0.5,100,11.10399482
ssDMEWMA,3,0.5,200,13.05
ssDMEWMA,3,0.5,500,15.80605181
ssDMEWMA,3,0.5,1000,17.81561658
ssDMEWMA,3,0.5,2000,19.80354404
ssDMEWMA,3,0.6,100,11.1890829
ssDMEWMA,3,0.6,200,13.15
ssDMEWMA,3,0.6,500,15.92717098
ssDMEWMA,3,0.6,1000,17.95213472
ssDMEWMA,3,0.6,2000,19.95529534
ssDMEWMA,3,0.7,100,11.22099093
ssDMEWMA,3,0.7,200,13.1875
ssDMEWMA,3,0.7,500,15.97259067
ssDMEWMA,3,0.7,1000,18.00332902
ssDMEWMA,3,0.7,2000,20.01220207
ssDMEWMA,3,0.8,100,11.25289896
ssDMEWMA,3,0.8,200,13.225
ssDMEWMA,3,0.8,500,16.01801036
ssDMEWMA,3,0.8,1000,18.05452332
ssDMEWMA,3,0.8,2000,20.06910881
ssDMEWMA,3,0.9,100,11.27417098
ssDMEWMA,3,0.9,200,13.25
ssDMEWMA,3,0.9,500,16.04829016
ssDMEWMA,3,0.9,1000,18.08865285
ssDMEWMA,3,0.9,2000,20.10704663
ssDMEWMA,3,0.95,100,11.28480699
ssDMEWMA,3,0.95,200,13.2625
ssDMEWMA,3,0.95,500,16.06343005
ssDMEWMA,3,0.95,1000,18.10571762
ssDMEWMA,3,0.95,2000,20.12601554
ssDMEWMA,4,0.05,100,9.895
ssDMEWMA,4,0.05,200,11.22
ssDMEWMA,4,0.05,500,14.024
ssDMEWMA,4,0.05,1000,15.81
ssDMEWMA,4,0.05,2000,17.563
ssDMEWMA,4,0.1,100,11.119
ssDMEWMA,4,0.1,200,12.73
ssDMEWMA,4,0.1,500,15.246
ssDMEWMA,4,0.1,1000,16.975
ssDMEWMA,4,0.1,2000,18.659
ssDMEWMA,4,0.2,100,12.194
ssDMEWMA,4,0.2,200,13.87
ssDMEWMA,4,0.2,500,16.177
ssDMEWMA,4,0.2,1000,17.829
ssDMEWMA,4,0.2,2000,19.452
ssDMEWMA,4,0.3,100,12.60720692
ssDMEWMA,4,0.3,200,14.34
ssDMEWMA,4,0.3,500,16.7251752
ssDMEWMA,4,0.3,1000,18.43315501
ssDMEWMA,4,0.3,2000,20.11115213
ssDMEWMA,4,0.4,100,12.8182062
ssDMEWMA,4,0.4,200,14.58
ssDMEWMA,4,0.4,500,17.00509445
ssDMEWMA,4,0.4,1000,18.7416597
ssDMEWMA,4,0.4,2000,20.44774045
ssDMEWMA,4,0.5,100,12.93249748
ssDMEWMA,4,0.5,200,14.71
ssDMEWMA,4,0.5,500,17.15671738
ssDMEWMA,4,0.5,1000,18.9087664
ssDMEWMA,4,0.5,2000,20.63005912
ssDMEWMA,4,0.6,100,12.99403893
ssDMEWMA,4,0.6,200,14.78
ssDMEWMA,4,0.6,500,17.23836049
ssDMEWMA,4,0.6,1000,18.99874694
ssDMEWMA,4,0.6,2000,20.72823071
ssDMEWMA,4,0.7,100,13.02920548
ssDMEWMA,4,0.7,200,14.82
ssDMEWMA,4,0.7,500,17.2850137
ssDMEWMA,4,0.7,1000,19.05016438
ssDMEWMA,4,0.7,2000,20.78432877
ssDMEWMA,4,0.8,100,13.05558039
ssDMEWMA,4,0.8,200,14.85
ssDMEWMA,4,0.8,500,17.3200036
ssDMEWMA,4,0.8,1000,19.08872747
ssDMEWMA,4,0.8,2000,20.82640231
ssDMEWMA,4,0.9,100,13.07316366
ssDMEWMA,4,0.9,200,14.87
ssDMEWMA,4,0.9,500,17.34333021
ssDMEWMA,4,0.9,1000,19.11443619
ssDMEWMA,4,0.9,2000,20.85445133
ssDMEWMA,4,0.95,100,13.0819553
ssDMEWMA,4,0.95,200,14.88
ssDMEWMA,4,0.95,500,17.35499351
ssDMEWMA,4,0.95,1000,19.12729056
ssDMEWMA,4,0.95,2000,20.86847585
ssDMEWMA,5,0.05,100,11.55
ssDMEWMA,5,0.05,200,13.412
ssDMEWMA,5,0.05,500,15.92
ssDMEWMA,5,0.05,1000,17.792
ssDMEWMA,5,0.05,2000,19.623
ssDMEWMA,5,0.1,100,12.84
ssDMEWMA,5,0.1,200,14.736
ssDMEWMA,5,0.1,500,17.186
ssDMEWMA,5,0.1,1000,18.996
ssDMEWMA,5,0.1,2000,20.755
ssDMEWMA,5,0.2,100,13.982
ssDMEWMA,5,0.2,200,15.811
ssDMEWMA,5,0.2,500,18.154
ssDMEWMA,5,0.2,1000,19.878
ssDMEWMA,5,0.2,2000,21.56
ssDMEWMA,5,0.3,100,14.24614382
ssDMEWMA,5,0.3,200,16.2042
ssDMEWMA,5,0.3,500,18.89944797
ssDMEWMA,5,0.3,1000,20.82946516
ssDMEWMA,5,0.3,2000,22.7256019
ssDMEWMA,5,0.4,100,14.48457301
ssDMEWMA,5,0.4,200,16.4754
ssDMEWMA,5,0.4,500,19.21575673
ssDMEWMA,5,0.4,1000,21.17807546
ssDMEWMA,5,0.4,2000,23.10594671
ssDMEWMA,5,0.5,100,14.61372215
ssDMEWMA,5,0.5,200,16.6223
ssDMEWMA,5,0.5,500,19.38709063
ssDMEWMA,5,0.5,1000,21.36690603
ssDMEWMA,5,0.5,2000,23.31196681
ssDMEWMA,5,0.6,100,14.68326399
ssDMEWMA,5,0.6,200,16.7014
ssDMEWMA,5,0.6,500,19.47934735
ssDMEWMA,5,0.6,1000,21.46858404
ssDMEWMA,5,0.6,2000,23.42290071
ssDMEWMA,5,0.7,100,14.72300219
ssDMEWMA,5,0.7,200,16.7466
ssDMEWMA,5,0.7,500,19.53206548
ssDMEWMA,5,0.7,1000,21.52668575
ssDMEWMA,5,0.7,2000,23.48629151
ssDMEWMA,5,0.8,100,14.75280584
ssDMEWMA,5,0.8,200,16.7805
ssDMEWMA,5,0.8,500,19.57160407
ssDMEWMA,5,0.8,1000,21.57026204
ssDMEWMA,5,0.8,2000,23.53383461
ssDMEWMA,5,0.9,100,14.77267494
ssDMEWMA,5,0.9,200,16.8031
ssDMEWMA,5,0.9,500,19.59796314
ssDMEWMA,5,0.9,1000,21.5993129
ssDMEWMA,5,0.9,2000,23.56553001
ssDMEWMA,5,0.95,100,14.78260949
ssDMEWMA,5,0.95,200,16.8144
ssDMEWMA,5,0.95,500,19.61114267
ssDMEWMA,5,0.95,1000,21.61383833
ssDMEWMA,5,0.95,2000,23.58137771
ssDMEWMA,6,0.05,100,13.102
ssDMEWMA,6,0.05,200,14.6
ssDMEWMA,6,0.05,500,18.154
ssDMEWMA,6,0.05,1000,19.878
ssDMEWMA,6,0.05,2000,21.56
ssDMEWMA,6,0.1,100,14.459
ssDMEWMA,6,0.1,200,16.27
ssDMEWMA,6,0.1,500,18.999
ssDMEWMA,6,0.1,1000,20.867
ssDMEWMA,6,0.1,2000,22.678
ssDMEWMA,6,0.2,100,15.636
ssDMEWMA,6,0.2,200,17.51
ssDMEWMA,6,0.2,500,19.982
ssDMEWMA,6,0.2,1000,21.769
ssDMEWMA,6,0.2,2000,23.5
ssDMEWMA,6,0.3,100,16.08248772
ssDMEWMA,6,0.3,200,18.01
ssDMEWMA,6,0.3,500,20.55258824
ssDMEWMA,6,0.3,1000,22.39061622
ssDMEWMA,6,0.3,2000,24.17104512
ssDMEWMA,6,0.4,100,16.30573158
ssDMEWMA,6,0.4,200,18.26
ssDMEWMA,6,0.4,500,20.83788235
ssDMEWMA,6,0.4,1000,22.70142433
ssDMEWMA,6,0.4,2000,24.50656768
ssDMEWMA,6,0.5,100,16.42181839
ssDMEWMA,6,0.5,200,18.39
ssDMEWMA,6,0.5,500,20.98623529
ssDMEWMA,6,0.5,1000,22.86304455
ssDMEWMA,6,0.5,2000,24.68103941
ssDMEWMA,6,0.6,100,16.49325642
ssDMEWMA,6,0.6,200,18.47
ssDMEWMA,6,0.6,500,21.07752941
ssDMEWMA,6,0.6,1000,22.96250314
ssDMEWMA,6,0.6,2000,24.78840662
ssDMEWMA,6,0.7,100,16.52004569
ssDMEWMA,6,0.7,200,18.5
ssDMEWMA,6,0.7,500,21.11176471
ssDMEWMA,6,0.7,1000,22.99980011
ssDMEWMA,6,0.7,2000,24.82866933
ssDMEWMA,6,0.8,100,16.55576471
ssDMEWMA,6,0.8,200,18.54
ssDMEWMA,6,0.8,500,21.15741176
ssDMEWMA,6,0.8,1000,23.04952941
ssDMEWMA,6,0.8,2000,24.88235294
ssDMEWMA,6,0.9,100,16.57362421
ssDMEWMA,6,0.9,200,18.56
ssDMEWMA,6,0.9,500,21.18023529
ssDMEWMA,6,0.9,1000,23.07439406
ssDMEWMA,6,0.9,2000,24.90919475
ssDMEWMA,6,0.95,100,16.59148372
ssDMEWMA,6,0.95,200,18.58
ssDMEWMA,6,0.95,500,21.20305882
ssDMEWMA,6,0.95,1000,23.09925871
ssDMEWMA,6,0.95,2000,24.93603655
ssDMEWMA,7,0.05,100,14.628
ssDMEWMA,7,0.05,200,16.68
ssDMEWMA,7,0.05,500,19.409
ssDMEWMA,7,0.05,1000,21.425
ssDMEWMA,7,0.05,2000,23.378
ssDMEWMA,7,0.1,100,16.044
ssDMEWMA,7,0.1,200,18.114
ssDMEWMA,7,0.1,500,20.762
ssDMEWMA,7,0.1,1000,22.699
ssDMEWMA,7,0.1,2000,24.574
ssDMEWMA,7,0.2,100,17.26
ssDMEWMA,7,0.2,200,19.254
ssDMEWMA,7,0.2,500,21.776
ssDMEWMA,7,0.2,1000,23.613
ssDMEWMA,7,0.2,2000,25.412
ssDMEWMA,7,0.3,100,17.52991162
ssDMEWMA,7,0.3,200,19.6309
ssDMEWMA,7,0.3,500,22.40232118
ssDMEWMA,7,0.3,1000,24.40577168
ssDMEWMA,7,0.3,2000,26.34643918
ssDMEWMA,7,0.4,100,17.77324742
ssDMEWMA,7,0.4,200,19.9034
ssDMEWMA,7,0.4,500,22.71329176
ssDMEWMA,7,0.4,1000,24.74455252
ssDMEWMA,7,0.4,2000,26.71215877
ssDMEWMA,7,0.5,100,17.89978204
ssDMEWMA,7,0.5,200,20.0451
ssDMEWMA,7,0.5,500,22.87499647
ssDMEWMA,7,0.5,1000,24.92071856
ssDMEWMA,7,0.5,2000,26.90233295
ssDMEWMA,7,0.6,100,17.9776495
ssDMEWMA,7,0.6,200,20.1323
ssDMEWMA,7,0.6,500,22.97450706
ssDMEWMA,7,0.6,1000,25.02912842
ssDMEWMA,7,0.6,2000,27.01936322
ssDMEWMA,7,0.7,100,18.0068498
ssDMEWMA,7,0.7,200,20.165
ssDMEWMA,7,0.7,500,23.01182353
ssDMEWMA,7,0.7,1000,25.06978212
ssDMEWMA,7,0.7,2000,27.06324957
ssDMEWMA,7,0.8,100,18.04578353
ssDMEWMA,7,0.8,200,20.2086
ssDMEWMA,7,0.8,500,23.06157882
ssDMEWMA,7,0.8,1000,25.12398706
ssDMEWMA,7,0.8,2000,27.12176471
ssDMEWMA,7,0.9,100,18.06525039
ssDMEWMA,7,0.9,200,20.2304
ssDMEWMA,7,0.9,500,23.08645647
ssDMEWMA,7,0.9,1000,25.15108953
ssDMEWMA,7,0.9,2000,27.15102227
ssDMEWMA,7,0.95,100,18.08471726
ssDMEWMA,7,0.95,200,20.2522
ssDMEWMA,7,0.95,500,23.11133412
ssDMEWMA,7,0.95,1000,25.17819199
ssDMEWMA,7,0.95,2000,27.18027984
ssDMEWMA,8,0.05,100,16.103
ssDMEWMA,8,0.05,200,18.257
ssDMEWMA,8,0.05,500,21.075
ssDMEWMA,8,0.05,1000,23.163
ssDMEWMA,8,0.05,2000,25.186
ssDMEWMA,8,0.1,100,17.581
ssDMEWMA,8,0.1,200,19.74
ssDMEWMA,8,0.1,500,21.075
ssDMEWMA,8,0.1,1000,23.163
ssDMEWMA,8,0.1,2000,25.186
ssDMEWMA,8,0.2,100,18.852
ssDMEWMA,8,0.2,200,20.905
ssDMEWMA,8,0.2,500,23.515
ssDMEWMA,8,0.2,1000,25.416
ssDMEWMA,8,0.2,2000,27.252
ssDMEWMA,8,0.3,100,18.75700543
ssDMEWMA,8,0.3,200,21.005063
ssDMEWMA,8,0.3,500,23.97048366
ssDMEWMA,8,0.3,1000,26.1141757
ssDMEWMA,8,0.3,2000,28.19068992
ssDMEWMA,8,0.4,100,19.01737474
ssDMEWMA,8,0.4,200,21.296638
ssDMEWMA,8,0.4,500,24.30322219
ssDMEWMA,8,0.4,1000,26.47667119
ssDMEWMA,8,0.4,2000,28.58200988
ssDMEWMA,8,0.5,100,19.15276679
ssDMEWMA,8,0.5,200,21.448257
ssDMEWMA,8,0.5,500,24.47624622
ssDMEWMA,8,0.5,1000,26.66516885
ssDMEWMA,8,0.5,2000,28.78549626
ssDMEWMA,8,0.6,100,19.23608497
ssDMEWMA,8,0.6,200,21.541561
ssDMEWMA,8,0.6,500,24.58272255
ssDMEWMA,8,0.6,1000,26.78116741
ssDMEWMA,8,0.6,2000,28.91071865
ssDMEWMA,8,0.7,100,19.26732929
ssDMEWMA,8,0.7,200,21.57655
ssDMEWMA,8,0.7,500,24.62265118
ssDMEWMA,8,0.7,1000,26.82466687
ssDMEWMA,8,0.7,2000,28.95767704
ssDMEWMA,8,0.8,100,19.30898838
ssDMEWMA,8,0.8,200,21.623202
ssDMEWMA,8,0.8,500,24.67588934
ssDMEWMA,8,0.8,1000,26.88266615
ssDMEWMA,8,0.8,2000,29.02028824
ssDMEWMA,8,0.9,100,19.32981792
ssDMEWMA,8,0.9,200,21.646528
ssDMEWMA,8,0.9,500,24.70250842
ssDMEWMA,8,0.9,1000,26.91166579
ssDMEWMA,8,0.9,2000,29.05159383
ssDMEWMA,8,0.95,100,19.35064747
ssDMEWMA,8,0.95,200,21.669854
ssDMEWMA,8,0.95,500,24.72912751
ssDMEWMA,8,0.95,1000,26.94066543
ssDMEWMA,8,0.95,2000,29.08289943
ssDMEWMA,9,0.05,100,17.573
ssDMEWMA,9,0.05,200,19.792
ssDMEWMA,9,0.05,500,22.712
ssDMEWMA,9,0.05,1000,24.849
ssDMEWMA,9,0.05,2000,26.927
ssDMEWMA,9,0.1,100,19.095
ssDMEWMA,9,0.1,200,21.317
ssDMEWMA,9,0.1,500,24.142
ssDMEWMA,9,0.1,1000,26.196
ssDMEWMA,9,0.1,2000,28.172
ssDMEWMA,9,0.2,100,20.394
ssDMEWMA,9,0.2,200,22.518
ssDMEWMA,9,0.2,500,25.208
ssDMEWMA,9,0.2,1000,27.154
ssDMEWMA,9,0.2,2000,29.04
ssDMEWMA,9,0.3,100,20.25756586
ssDMEWMA,9,0.3,200,22.68546804
ssDMEWMA,9,0.3,500,25.88812235
ssDMEWMA,9,0.3,1000,28.20330975
ssDMEWMA,9,0.3,2000,30.44594511
ssDMEWMA,9,0.4,100,20.53876472
ssDMEWMA,9,0.4,200,23.00036904
ssDMEWMA,9,0.4,500,26.24747996
ssDMEWMA,9,0.4,1000,28.59480489
ssDMEWMA,9,0.4,2000,30.86857067
ssDMEWMA,9,0.5,100,20.68498813
ssDMEWMA,9,0.5,200,23.16411756
ssDMEWMA,9,0.5,500,26.43434592
ssDMEWMA,9,0.5,1000,28.79838236
ssDMEWMA,9,0.5,2000,31.08833596
ssDMEWMA,9,0.6,100,20.77497177
ssDMEWMA,9,0.6,200,23.26488588
ssDMEWMA,9,0.6,500,26.54934036
ssDMEWMA,9,0.6,1000,28.92366081
ssDMEWMA,9,0.6,2000,31.22357614
ssDMEWMA,9,0.7,100,20.80871563
ssDMEWMA,9,0.7,200,23.302674
ssDMEWMA,9,0.7,500,26.59246327
ssDMEWMA,9,0.7,1000,28.97064022
ssDMEWMA,9,0.7,2000,31.27429121
ssDMEWMA,9,0.8,100,20.85370745
ssDMEWMA,9,0.8,200,23.35305816
ssDMEWMA,9,0.8,500,26.64996049
ssDMEWMA,9,0.8,1000,29.03327945
ssDMEWMA,9,0.8,2000,31.34191129
ssDMEWMA,9,0.9,100,20.87620336
ssDMEWMA,9,0.9,200,23.37825024
ssDMEWMA,9,0.9,500,26.6787091
ssDMEWMA,9,0.9,1000,29.06459906
ssDMEWMA,9,0.9,2000,31.37572134
ssDMEWMA,9,0.95,100,20.89869926
ssDMEWMA,9,0.95,200,23.40344232
ssDMEWMA,9,0.95,500,26.70745771
ssDMEWMA,9,0.95,1000,29.09591867
ssDMEWMA,9,0.95,2000,31.40953138
ssDMEWMA,10,0.05,100,19.032
ssDMEWMA,10,0.05,200,20.72
ssDMEWMA,10,0.05,500,24.363
ssDMEWMA,10,0.05,1000,26.565
ssDMEWMA,10,0.05,2000,28.696
ssDMEWMA,10,0.1,100,20.621
ssDMEWMA,10,0.1,200,22.67
ssDMEWMA,10,0.1,500,25.831
ssDMEWMA,10,0.1,1000,27.945
ssDMEWMA,10,0.1,2000,29.973
ssDMEWMA,10,0.2,100,21.966
ssDMEWMA,10,0.2,200,24.07
ssDMEWMA,10,0.2,500,26.924
ssDMEWMA,10,0.2,1000,28.915
ssDMEWMA,10,0.2,2000,30.87
ssDMEWMA,10,0.3,100,22.46792356
ssDMEWMA,10,0.3,200,24.62
ssDMEWMA,10,0.3,500,27.53921396
ssDMEWMA,10,0.3,1000,29.57570835
ssDMEWMA,10,0.3,2000,31.57538014
ssDMEWMA,10,0.4,100,22.71432239
ssDMEWMA,10,0.4,200,24.89
ssDMEWMA,10,0.4,500,27.84122808
ssDMEWMA,10,0.4,1000,29.90005609
ssDMEWMA,10,0.4,2000,31.92165767
ssDMEWMA,10,0.5,100,22.84208475
ssDMEWMA,10,0.5,200,25.03
ssDMEWMA,10,0.5,500,27.997828
ssDMEWMA,10,0.5,1000,30.06823639
ssDMEWMA,10,0.5,2000,32.10120897
ssDMEWMA,10,0.6,100,22.91509182
ssDMEWMA,10,0.6,200,25.11
ssDMEWMA,10,0.6,500,28.08731367
ssDMEWMA,10,0.6,1000,30.16433943
ssDMEWMA,10,0.6,2000,32.20380972
ssDMEWMA,10,0.7,100,22.94246946
ssDMEWMA,10,0.7,200,25.14
ssDMEWMA,10,0.7,500,28.12087079
ssDMEWMA,10,0.7,1000,30.20037806
ssDMEWMA,10,0.7,2000,32.242285
ssDMEWMA,10,0.8,100,22.96984711
ssDMEWMA,10,0.8,200,25.17
ssDMEWMA,10,0.8,500,28.15442792
ssDMEWMA,10,0.8,1000,30.2364167
ssDMEWMA,10,0.8,2000,32.28076028
ssDMEWMA,10,0.9,100,22.98809888
ssDMEWMA,10,0.9,200,25.19
ssDMEWMA,10,0.9,500,28.17679934
ssDMEWMA,10,0.9,1000,30.26044246
ssDMEWMA,10,0.9,2000,32.30641047
